semaine_conf_interv;dpt;tub;cat_au_det;nb_indiv_foy_agreg;nb_indiv_foy18_agreg;evol_nb_indiv;tranche_age;sexe;age_sexe;etude;sit_prof;prof_sante;csp_1;csp_quotas;indep_affil;nb_enf_mat;nb_enf_prim;nb_enf_col;nb_enf_lyc;nb_enf_ensup;nb_enf_agreg2;niveau_vie;sit_prof_conf_net;sit_prof_conf.18_emploi_lt;sit_prof_conf.18_teleW;sit_prof_conf.18_enf;sit_prof_conf.18_chompart;sit_prof_conf.18_chomcomp;sit_prof_conf.18_rtt;sit_prof_conf.18_etud;sit_prof_conf.18_pasdact;sit_prof_conf.18_nsp;sit_prof_conf.18_arret;internet;quali_admin;quali_video;quali_jouer;quali_admin_conf;quali_video_conf;quali_jouer_conf;nb_ordi_agreg;nb_tab_agreg;nb_smartphone_agreg;nb_smartphone_wifi_agreg;nb_imp_scan_agreg;nb_console_agreg;usage_ordi;usage_tab;usage_smartphone;usage_smartphone_wifi;usage_imp_scan;usage_console;nvx_ordi;nvx_tab;nvx_smartphone;nvx_smartphone_wifi;nvx_imp_scan;nvx_console;source_nvx_ordi;source_nvx_tab;source_nvx_smartphone;source_nvx_smartphone_wifi;source_nvx_imp_scan;source_nvx_console;internaute;freq_email;freq_rs;freq_googler;freq_partaGinfo;Freq_jouer;Freq_video;do_courses;do_com_a_manger;do_soclariT;do_RDVmed;do_infoCOV;do_consult_doc;do_banq;do_CAF;do_CPAM;do_ANPE;capa_courses;capa_com_a_manger;capa_soclariT;capa_RDVmed;capa_infoCOV;capa_consult_doc;capa_banq;capa_CAF;capa_CPAM;capa_ANPE;diffi_CAF;diffi_CPAM;diffi_ANPE;num_renonce;aide_num_proche;aide_num_servass;aide_num_numvert;aide_num_renonce;aide_num_seul;aide_num_nc;improve_num;sans_int_1;sans_int_2;sans_int_3;sans_int_4;sans_int_5;sans_int_6;attest_covid;int_appli;inspi_appli;teleW;freq_visio;evol_visio;freq_msg_instant;evol_msg_instant;out_collab;evol_out_cllab;teleW_efficace;teleW_augm;teleW_priv_pub;teleW_continu;implic_scolariT;accomp_scolariT;accomp_scolariT_dist;rais_pas_accomp;PM_freq_conf_prof;PM_freq_conf_parent;PM_.freq_conf_orient;PM_freq_hc_prof;PM_freq_hc_parent;PM_freq_hc_orient;CL_freq_conf_prof;CL_freq_conf_parent;CL_.freq_conf_orient;CL_freq_hc_prof;CL_freq_hc_parent;CL_freq_hc_orient;PM_cours;PM_motiv;PM_eval;PM_visio;PM_jeux;PM_hc_cours;PM_hc_motiv;PM_hc_eval;PM_hc_visio;PM_hc_jeux;CL_cours;CL_motiv;CL_eval;CL_visio;CL_jeux;CL_hc_cours;CL_hc_motiv;CL_hc_eval;CL_hc_visio;CL_hc_jeux;contact_ens;diff_techno;diff_techno_det_abo;diff_techno_det_debit;diff_techno_det_absequi;diff_techno_det_diffequi;diff_techno_det_diffoutils;diff_techno_det_ress;diff_scol;diff_scol_det_absens;diff_scol_det_orgadom;diff_scol_det_langue;diff_scol_det_suivi;diff_scol_det_diffapp;diff_scol_det_demotiv;resol_diff;resol_diff_moy_contact_ens;resol_diff_moy_papier_ens;resol_diff_moy_equifournis;resol_diff_moy_entourage;resol_diff_moy_mediateurs;solid_fam;solid.fam_expl_impr;solid.fam_expl_voisin;solid.fam_expl_asso;solid.fam_expl_tech;solid.fam_expl_moral;solid_eleve;ress1_scolariT_libres;ress1_scolariT_rsn;ress1_scolariT_gafam;ress1_scolariT_visio;ress1_scolariT_edtech;ress1_scolariT_tvradio;ress1_scolariT_aucun;ress2_scolariT_educt;ress2_scolariT_ens;ress2_scolariT_soimeme;ress2_scolariT_enfant;ress2_scolariT_parent;ress2_scolariT_aucune;compet_num_scolariT;addict_som;delais_RS;delais_email;delais_actu;deconection;privi_act_ligne;peur_1;peur_2;peur_3;peur_4;poids_par_ech_tryom
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;1;1;est resté stable;60 à 74 ans;Femme;Femme - 60 à 74 ans;Bac +1 ou +2;en retraite;0;Cadres et professions intellectuelles supérieures, professions libérales;Retraités;;0;0;0;0;0;0;Vous avez une vie confortable;pas d'activité;;;;;;;;;;;haut débit ADSL;moyen;NSP, non concerné;NSP, non concerné;moyen;NSP, non concerné;NSP, non concerné;1;0;0;1;1;0;vous en avez l'usage exclusif ou presque;;;vous en avez l'usage exclusif ou presque;vous en avez l'usage exclusif ou presque;;non;;;non;non;;;;;;;;oui;Tous les jours ou presque;Jamais ou non concerné par cette tâche;Au moins une fois par semaine;Jamais ou non concerné par cette tâche;jamais;de 1h à 3h;Ne le fait toujours pas avec le numérique;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et c'est nouveau, ne le faisait pas avant;Ne le fait pas avec le numérique;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;je sais le faire sans difficulté;;;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;;je sais le faire sans difficulté;;;;;non ce n'est pas la raison;0;0;0;0;0;1;non;;;;;;;vous la rédigez manuellement ou vous en découpez une dans le jourl;non;de la méfiance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jamais;non concerné;plus d'1h;plus d'1h;toute une journée et plus;jamais;plutôt pas d'accord;plutôt d'accord;plutôt d'accord;d'être autant connecté;0,78250549
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;1;1;est resté stable;75 ans et plus;Homme;Homme - 75 ans et plus;Bac +5 et plus;en retraite;0;Cadres et professions intellectuelles supérieures, professions libérales;Retraités;;0;0;0;0;0;0;Vous avez une vie très confortable;pas d'activité;;;;;;;;;;;4G;;;;;;;0;0;0;1;0;0;;;;vous en avez l'usage exclusif ou presque;;;;;;non;;;;;;;;;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non c'est faux;Oui, c'est tout à fait vrai;Non c'est faux;Oui, c'est tout à fait vrai;Oui, c'est tout à fait vrai;Oui, c'est un peu vrai;vous la rédigez manuellement ou vous en découpez une dans le jourl;non concerné (pas de smartphone);ne se prononce pas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;plutôt pas d'accord;plutôt pas d'accord;pas du tout d'accord;d'être autant connecté;0,783383518
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;1;1;est resté stable;18 à 29 ans;Homme;Homme - 18 à 29 ans;Bac +5 et plus;en emploi (éventuellement en chômage partiel);0;Employés;Employés;;0;0;0;0;0;0;Vous avez une vie confortable;en emploi sur lieu de travail;;;;;;;;;;;4G;;;;;;;1;1;0;1;1;1;vous en avez l'usage exclusif ou presque;vous en avez l'usage exclusif ou presque;;vous en avez l'usage exclusif ou presque;vous en avez l'usage exclusif ou presque;vous en avez l'usage exclusif ou presque;non;non;;non;non;non;;;;;;;oui;Moins souvent;Plusieurs fois par jour;Tous les jours ou presque;Moins souvent;jamais;de 1h à 3h;Ne le fait toujours pas avec le numérique;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Ne le fait pas avec le numérique;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;je sais le faire sans difficulté;;;Ne sait pas (Ne pas citer);;;je sais le faire sans difficulté;;;;;;;non ce n'est pas la raison;0;0;0;0;0;1;non;;;;;;;vous avez récupéré des attestations déjà imprimées;oui;de l'espoir;jamais;jamais;;jamais;;jamais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rarement;moins de 10 mn;non concerné;plus d'1h;jamais;jamais;pas du tout d'accord;plutôt d'accord;plutôt d'accord;d'être autant connecté;1,175520606
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;5;5+;a augmenté de 2 personnes ou plus;18 à 29 ans;Homme;Homme - 18 à 29 ans;Bac +5 et plus;en emploi (éventuellement en chômage partiel);0;Cadres et professions intellectuelles supérieures, professions libérales;Cadres, professions libérales;;0;0;0;0;0;0;Vous avez une vie confortable;en emploi en télétravail;1;0;0;0;0;0;0;0;0;0;haut débit ADSL;NSP, non concerné;NSP, non concerné;NSP, non concerné;bien;bien;bien;4+;1;0;4+;1;0;vous partagez et cela ne pose pas de problème;vous partagez et cela ne pose pas de problème;;vous en avez l'usage exclusif ou presque;vous partagez et cela ne pose pas de problème;;non;non;;non;non;;;;;;;;oui;Connecté en permanence;Plusieurs fois par jour;Plusieurs fois par jour;Au moins une fois par semaine;jamais;de 1h à 3h;Ne le fait toujours pas avec le numérique;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;je sais le faire sans difficulté;;;;je sais le faire sans difficulté;;je sais le faire sans difficulté;;;;;;;non ce n'est pas la raison;0;0;0;0;0;1;non;;;;;;;vous avez l’application sur votre smartphone;non;de la méfiance;jamais;plusieurs fois par semaine;augmentée;jamais;;tous les jours;augmentée;d'être moins efficace;plus de travail que d'habitude;plutôt pas;toutes les semaines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Souvent;30mn à 1h;moins de 10 mn;moins de 10 mn;moins d'1 fois par jour;souvent;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;d'être plus connecté que d'habitude;1,140420706
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;1;1;est resté stable;75 ans et plus;Femme;Femme - 75 ans et plus;Bac, brevet professionnel ou équivalent;en retraite;1;Professions intermédiaires;Retraités;;0;0;0;0;0;0;Vous avez une vie confortable;pas d'activité;;;;;;;;;;;pas de connexion internet;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui, c'est un peu vrai;Non c'est faux;Non c'est faux;Non c'est faux;Non c'est faux;Non c'est faux;vous avez récupéré des attestations déjà imprimées;non concerné (pas de smartphone);ne se prononce pas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pas du tout d'accord;plutôt d'accord;plutôt d'accord;d'être autant connecté;0,647352612
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;6+;2;est resté stable;45 à 59 ans;Homme;Homme - 45 à 59 ans;CAP, BEP;en emploi (éventuellement en chômage partiel);0;Ouvriers;Ouvriers;;0;2;0;0;0;4;Vous vous en sortez;en emploi sur lieu de travail;0;0;0;0;0;0;0;0;0;0;très haut débit fibre optique;bien;bien;NSP, non concerné;bien;bien;NSP, non concerné;1;3+;0;4+;1;3+;vous partagez et cela ne pose pas de problème;vous ne l'utilisez pas;;vous en avez l'usage exclusif ou presque;vous partagez et cela ne pose pas de problème;vous partagez et cela ne pose pas de problème;non;non;;non;non;non;;;;;;;oui;Tous les jours ou presque;Au moins une fois par semaine;Tous les jours ou presque;Tous les jours ou presque;de 1h à 3h;de 3 à 5h;Ne le fait toujours pas avec le numérique;Ne fait pas cette tâche, non concerné;Fait avec le numérique et c'est nouveau, ne le faisait pas avant;Ne fait pas cette tâche, non concerné;Fait avec le numérique et c'est nouveau, ne le faisait pas avant;Ne fait pas cette tâche, non concerné;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;je sais le faire sans difficulté;;je sais le faire sans difficulté;;je sais le faire sans difficulté;;je sais le faire sans difficulté;;je sais le faire sans difficulté;;;;;non ce n'est pas la raison;0;0;0;0;0;1;non;;;;;;;vous avez l’application sur votre smartphone;oui;de l'espoir;jamais;jamais;;jamais;;jamais;;;;;;oui mais pas le référent principal;mere;non;;ponctuel;jamais;ponctuel;oui;;non;habituel;jamais;ponctuel;oui;;non;proposé par l'enseignt  et utilisé par l'enfant;proposé par l'enseignt  et utilisé par l'enfant;pas utilisé par l'enseignt;pas utilisé par l'enseignt;proposé par l'enseignt  et utilisé par l'enfant;non;non;;;non;proposé par l'enseignt  et utilisé par l'enfant;proposé par l'enseignt  et utilisé par l'enfant;proposé par l'enseignt  et utilisé par l'enfant;proposé par l'enseignt  et utilisé par l'enfant;pas utilisé par l'enseignt;oui;oui;non;non;;oui;non;;;;;;;non;;;;;;;;;;;;;oui;0;0;0;1;0;oui;0;1;0;0;0;0;0;0;1;0;0;0;0;avant le confinement, il ou elle avait un niveau numérique conveble et a progressé depuis;Jamais;moins de 10 mn;non concerné;moins de 10 mn;moins d'1 fois par jour;rarement;pas du tout d'accord;pas du tout d'accord;plutôt pas d'accord;d'être autant connecté;1,218140594
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;1;1;est resté stable;18 à 29 ans;Homme;Homme - 18 à 29 ans;Bac +1 ou +2;en études secondaires (lycéen) ou supérieures;0;Pas d'activité professionnelle (homme ou femme au foyer, etc...), vous n'avez jamais travaillé;Autres ictifs;;0;0;0;0;0;0;Vous trouvez la vie difficile;étudiant ou en formation;;;;;;;;;;;très haut débit fibre optique;très bien;très bien;très bien;très bien;très bien;très bien;3;0;0;1;1;0;vous en avez l'usage exclusif ou presque;;;vous en avez l'usage exclusif ou presque;vous en avez l'usage exclusif ou presque;;non;;;non;non;;;;;;;;oui;Tous les jours ou presque;Plusieurs fois par jour;Plusieurs fois par jour;Plusieurs fois par jour;jamais;de 3 à 5h;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Ne le fait pas avec le numérique;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;;;;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;;;;;non ce n'est pas la raison;0;0;0;0;0;1;oui;;;;;;;vous avez l’application sur votre smartphone;oui;de l'espoir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Souvent;moins d'1 mn;moins de 10 mn;moins de 10 mn;1 fois par jour;souvent;tout à fait d'accord;pas du tout d'accord;tout à fait d'accord;d'être plus connecté que d'habitude;1,638315101
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;2;2;est resté stable;18 à 29 ans;Homme;Homme - 18 à 29 ans;Bac, brevet professionnel ou équivalent;en études secondaires (lycéen) ou supérieures;0;Pas d'activité professionnelle (homme ou femme au foyer, etc...), vous n'avez jamais travaillé;Autres ictifs;;0;0;0;0;0;0;Vous avez une vie très confortable;étudiant ou en formation;0;0;0;0;0;0;0;0;0;0;très haut débit fibre optique;bien;bien;bien;bien;bien;bien;1;0;1;1;0;1;vous en avez l'usage exclusif ou presque;;vous ne l'utilisez pas;vous en avez l'usage exclusif ou presque;;vous en avez l'usage exclusif ou presque;non;;non;non;;non;;;;;;;oui;Tous les jours ou presque;Tous les jours ou presque;Tous les jours ou presque;Au moins une fois par semaine;moins d'1h;de 1h à 3h;Ne le fait toujours pas avec le numérique;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Ne le fait pas avec le numérique;Fait avec le numérique et c'est nouveau, ne le faisait pas avant;Ne le fait pas avec le numérique;Ne le fait pas avec le numérique;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;j'éprouve quelques difficultés;;;j'éprouve quelques difficultés;je sais le faire sans difficulté;Ne sait pas (Ne pas citer);je sais le faire sans difficulté;;;;;;;oui c'est une des raisons;0;0;0;0;0;1;oui;;;;;;;vous la rédigez manuellement ou vous en découpez une dans le jourl;non;ne se prononce pas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Souvent;moins d'1 mn;moins d'1 mn;non concerné;1 fois par jour;jamais;tout à fait d'accord;plutôt d'accord;plutôt d'accord;d'être autant connecté;1,638315101
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;1;1;est resté stable;60 à 74 ans;Femme;Femme - 60 à 74 ans;CAP, BEP;en retraite;0;Employés;Retraités;;0;0;0;0;0;0;Vous vous en sortez;pas d'activité;;;;;;;;;;;pas de connexion internet;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non c'est faux;Non c'est faux;Non c'est faux;Oui, c'est un peu vrai;Oui, c'est un peu vrai;Oui, c'est un peu vrai;vous la rédigez manuellement ou vous en découpez une dans le jourl;non concerné (pas de smartphone);ne se prononce pas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;plutôt pas d'accord;plutôt d'accord;plutôt d'accord;d'être autant connecté;0,78250549
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;2;2;est resté stable;75 ans et plus;Femme;Femme - 75 ans et plus;Sans diplôme;en retraite;0;Pas d'activité professionnelle (homme ou femme au foyer, etc...), vous n'avez jamais travaillé;Retraités;;0;0;0;0;0;0;Vous avez une vie confortable;pas d'activité;0;0;0;0;0;0;0;0;0;0;pas de connexion internet;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui, c'est tout à fait vrai;Oui, c'est un peu vrai;Non c'est faux;Non c'est faux;Non c'est faux;Oui, c'est un peu vrai;vous la rédigez manuellement ou vous en découpez une dans le jourl;non concerné (pas de smartphone);de l'espoir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tout à fait d'accord;tout à fait d'accord;tout à fait d'accord;d'être autant connecté;0,647352612
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;1;1;est resté stable;30 à 44 ans;Homme;Homme - 30 à 44 ans;Bac +5 et plus;en emploi (éventuellement en chômage partiel);0;Cadres et professions intellectuelles supérieures, professions libérales;Cadres, professions libérales;;0;0;0;0;0;0;Vous avez une vie confortable;en emploi sur lieu de travail;;;;;;;;;;;haut débit ADSL;très bien;très bien;très bien;moyen;moyen;mal;1;0;0;1;1;1;vous en avez l'usage exclusif ou presque;;;vous en avez l'usage exclusif ou presque;vous en avez l'usage exclusif ou presque;vous en avez l'usage exclusif ou presque;non;;;non;non;non;;;;;;;oui;Plusieurs fois par jour;Plusieurs fois par jour;Plusieurs fois par jour;Plusieurs fois par jour;jamais;plus de 5h;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;;;Ne sait pas (Ne pas citer);je sais le faire sans difficulté;je sais le faire sans difficulté;;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;;;;non ce n'est pas la raison;0;0;0;0;0;1;oui;;;;;;;vous la téléchargez puis l’imprimez chez vous;non;de la méfiance;jamais;tous les jours;augmentée;jamais;;tous les jours;augmentée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Souvent;30mn à 1h;plus d'1h;30mn à 1h;plusieurs fois par jour;jamais;plutôt pas d'accord;tout à fait d'accord;pas du tout d'accord;d'être plus connecté que d'habitude;1,362254631
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;4;2;est resté stable;18 à 29 ans;Femme;Femme - 18 à 29 ans;CAP, BEP;en recherche d'emploi;0;Pas d'activité professionnelle (homme ou femme au foyer, etc...), vous n'avez jamais travaillé;Autres ictifs;;0;1;0;0;0;1;Vous trouvez la vie très difficile;pas d'activité;0;0;0;0;0;0;0;0;0;0;très haut débit fibre optique;moyen;bien;bien;très bien;bien;bien;1;0;1;1;1;1;vous ne l'utilisez pas;;vous ne l'utilisez pas;vous en avez l'usage exclusif ou presque;vous partagez et cela ne pose pas de problème;vous ne l'utilisez pas;non;;non;non;non;non;;;;;;;oui;Moins souvent;Plusieurs fois par jour;Jamais ou non concerné par cette tâche;Jamais ou non concerné par cette tâche;moins d'1h;de 3 à 5h;Ne le fait toujours pas avec le numérique;Ne fait pas cette tâche, non concerné;Fait avec le numérique et c'est nouveau, ne le faisait pas avant;Ne le fait pas avec le numérique;Fait avec le numérique et le faisait déjà avant;Ne le fait pas avec le numérique;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Ne sait pas (Ne pas citer);;j'éprouve quelques difficultés;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;;;;non ce n'est pas la raison;0;0;0;0;0;1;oui;;;;;;;vous la téléchargez puis l’imprimez chez vous;oui;de la méfiance;;;;;;;;;;;;oui très impliqué;;;;ponctuel;jamais;jamais;non;;;;;;;;;proposé par l'enseignt  et utilisé par l'enfant;proposé par l'enseignt  et utilisé par l'enfant;proposé par l'enseignt  et utilisé par l'enfant;pas utilisé par l'enseignt;pas utilisé par l'enseignt;non;non;non;;;;;;;;;;;;;oui;non;;;;;;;non;;;;;;;;;;;;;non;;;;;;non;0;0;0;0;0;0;1;0;0;0;0;0;1;avant le confinement, il ou elle avait un niveau numérique conveble et a progressé depuis;Jamais;moins de 10 mn;moins de 10 mn;moins de 10 mn;plusieurs fois par jour;souvent;plutôt d'accord;plutôt d'accord;plutôt d'accord;d'être plus connecté que d'habitude;1,3538293
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;1;1;est resté stable;18 à 29 ans;Homme;Homme - 18 à 29 ans;Bac, brevet professionnel ou équivalent;en emploi (éventuellement en chômage partiel);0;Ouvriers;Ouvriers;;0;0;0;0;0;0;Vous avez une vie confortable;en emploi sur lieu de travail;;;;;;;;;;;haut débit ADSL;très bien;très bien;très bien;bien;bien;bien;1;0;0;1;1;0;vous en avez l'usage exclusif ou presque;;;vous en avez l'usage exclusif ou presque;vous en avez l'usage exclusif ou presque;;non;;;non;non;;;;;;;;oui;Connecté en permanence;Connecté en permanence;Tous les jours ou presque;Jamais ou non concerné par cette tâche;plus rarement;de 3 à 5h;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;Ne le fait pas avec le numérique;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;je sais le faire sans difficulté;je sais le faire sans difficulté;;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;;;;;non ce n'est pas la raison;0;0;0;0;1;0;non;;;;;;;vous avez l’application sur votre smartphone;oui;ne se prononce pas;jamais;moins d'1 fois par semaine;augmentée;plusieurs fois par semaine;augmentée;jamais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jamais;moins de 10 mn;moins de 10 mn;moins de 10 mn;jamais;jamais;plutôt d'accord;plutôt pas d'accord;plutôt d'accord;d'être autant connecté;1,656170538
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;2;2;est resté stable;75 ans et plus;Homme;Homme - 75 ans et plus;Bac +3 ou +4;en retraite;0;Artisans, commerçants, chefs d'entreprise;Retraités;;0;0;0;0;0;0;Vous avez une vie très confortable;pas d'activité;0;0;0;0;0;0;0;0;0;0;très haut débit fibre optique;très bien;très bien;très bien;très bien;très bien;très bien;2;1;0;2;2+;0;vous en avez l'usage exclusif ou presque;vous partagez et cela ne pose pas de problème;;vous en avez l'usage exclusif ou presque;vous partagez et cela ne pose pas de problème;;non;non;;non;non;;;;;;;;oui;Tous les jours ou presque;Jamais ou non concerné par cette tâche;Tous les jours ou presque;Jamais ou non concerné par cette tâche;jamais;de 3 à 5h;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Fait avec le numérique et c'est nouveau, ne le faisait pas avant;Ne le fait pas avec le numérique;Fait avec le numérique et c'est nouveau, ne le faisait pas avant;Fait avec le numérique et le faisait déjà avant;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;Ne fait pas cette tâche, non concerné;;;;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;je sais le faire sans difficulté;;;;;;;non ce n'est pas la raison;0;0;0;0;0;1;non;;;;;;;vous avez l’application sur votre smartphone;non;de l'espoir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jamais;non concerné;plus d'1h;plus d'1h;jamais;jamais;plutôt pas d'accord;tout à fait d'accord;plutôt pas d'accord;d'être autant connecté;0,783383518
S8;35;7 - Plus de 200 000 habitants;commune d'un grand pôle;2;2;est resté stable;75 ans et plus;Femme;Femme - 75 ans et plus;Sans diplôme;en retraite;0;Ouvriers;Retraités;;0;0;0;0;0;0;Vous vous en sortez;pas d'activité;0;0;0;0;0;0;0;0;0;0;pas de connexion internet;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui, c'est tout à fait vrai;Non c'est faux;Non c'est faux;Oui, c'est tout à fait vrai;Non c'est faux;Non c'est faux;vous la rédigez manuellement ou vous en découpez une dans le jourl;non concerné (pas de smartphone);ne se prononce pas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tout à fait d'accord;tout à fait d'accord;plutôt d'accord;d'être autant connecté;0,647352612
